Shipment_ID,Supplier_ID,Supplier_Rating,Supplier_Country,Destination_Country,Shipping_Mode,Carrier,Warehouse,Historical_Delay_Count,Inventory_Level,Demand_Forecast,Weather_Severity,Holiday_Impact,Traffic_Index,Fuel_Price,Port_Congestion,Distance,Purchase_Order_Value,Order_Priority,Customer_Type,Packaging_Type,Vehicle_Availability,Production_Status,Quality_Score,Inspection_Delay,Customs_Clearance_Time,Container_Type,Shipment_Weight,Shipment_Volume,Temperature_Sensitive,Fragile,Route_Risk,Carbon_Emission,Supplier_OnTime_Rate,Market_Demand_Index,Geopolitical_Risk,Economic_Index,Order_Date,Expected_Lead_Time,Lead_Time,Inventory_Days,Transportation_Cost,Late_Delivery_Cost,Supplier_Risk,Month,Quarter,Week,Year,Delay,Product_Category,Units
SHP-115484,1167,4.47,Japan,USA,Air,Expeditors,WH-014,0,413,253,1.52,0,6.67,2.39,10.0,6043.9,24516.42,Low,Enterprise,Crate,74.0,On Schedule,97.1,1.66,2.56,20ft Dry,1922.94,2.26,1,1,3.53,204.25,0.577,45.7,2.7,93.7,2023-06-02,3.4,18.5,49.0,1077.57,598.09,Medium,6,2,22,2023,1,Automotive_Parts,1035
SHP-105792,1429,3.29,Japan,France,Air,Maersk,WH-008,1,510,119,2.0,0,4.73,3.93,4.78,2710.3,3368.29,Low,Enterprise,Crate,,Delayed,97.9,0.6,2.27,Open Top,80.7,2.54,0,0,3.56,375.09,0.87,51.3,2.7,86.6,2022-02-01,5.6,13.3,128.5,713.27,138.69,Low,2,1,5,2022,1,Furniture,17
SHP-112266,1479,3.97,India,Netherlands,Rail,UPS,WH-018,2,3256,1100,4.28,0,4.33,2.24,1.84,3747.4,18687.31,Medium,Wholesale,Carton,78.5,On Schedule,81.6,3.22,1.16,Flat Rack,1914.89,11.43,0,1,4.35,700.89,0.673,32.6,0.12,78.6,2023-09-28,12.1,20.0,88.8,133.81,387.13,Medium,9,3,39,2023,1,Pharmaceuticals,477
SHP-102221,1407,4.68,USA,Netherlands,Sea,DB Schenker,WH-008,2,1529,3597,2.11,0,4.46,2.92,3.57,3632.4,2198.2,High,Wholesale,Carton,69.2,On Schedule,89.9,0.15,3.4,40ft Dry,764.09,49.14,0,0,2.34,768.89,0.881,60.6,2.18,104.5,2021-05-06,32.8,38.0,12.8,84.55,52.42,Low,5,2,18,2021,0,Industrial_Equipment,766
SHP-115757,1369,3.09,South Korea,Japan,Air,Maersk,WH-020,3,1570,2138,8.44,0,5.6,3.14,8.02,2621.5,10197.3,High,Enterprise,Bulk,81.1,Delayed,97.9,3.47,1.1,20ft Dry,299.08,2.0,0,0,0.8,114.32,0.729,48.1,0.62,114.6,2022-09-08,5.3,21.6,22.0,569.59,260.9,Medium,9,3,36,2022,1,Pharmaceuticals,60
SHP-104693,1077,4.76,China,UK,Road,FedEx,WH-002,1,3899,3236,1.68,0,6.83,2.24,1.95,4468.8,8014.03,Critical,Enterprise,Bulk,89.1,Delayed,95.1,0.36,,Flat Rack,1078.93,2.27,0,0,0.75,288.79,0.693,28.9,1.96,107.5,2023-11-19,6.7,8.0,36.1,193.71,179.65,Low,11,4,46,2023,0,Automotive_Parts,242
SHP-110108,1107,2.13,India,Netherlands,Road,DB Schenker,WH-014,1,394,2322,4.11,0,1.58,3.9,4.93,4653.0,6450.42,Medium,Wholesale,Bulk,74.8,On Schedule,90.8,0.01,6.31,Flat Rack,281.94,10.7,0,0,3.66,675.19,0.8,49.3,2.45,95.8,2021-10-26,6.9,19.4,5.1,328.0,161.81,Medium,10,4,43,2021,1,Food_Beverage,159
SHP-105107,1110,2.48,China,UK,Sea,DHL,WH-012,0,3129,1430,2.77,0,5.92,3.67,4.56,2877.6,11343.89,Low,Wholesale,Drum,88.6,On Schedule,88.0,0.28,1.4,Open Top,1156.16,26.69,1,1,4.13,436.25,0.825,56.3,1.23,87.8,2024-01-30,27.3,35.0,65.6,90.13,235.89,Medium,1,1,5,2024,0,Furniture,271
SHP-113480,1244,4.03,USA,India,Sea,UPS,WH-005,1,3982,5815,2.25,0,5.65,3.93,1.88,6657.8,4971.43,Medium,Retail,Carton,95.7,Delayed,97.2,0.6,0.13,Flat Rack,270.82,8.38,1,0,2.17,339.42,0.749,34.6,5.43,99.4,2021-09-10,24.7,30.1,20.5,195.52,118.98,Low,9,3,36,2021,0,Automotive_Parts,277
SHP-104745,1159,3.18,Japan,India,Air,CMA CGM,WH-008,2,1537,2216,,0,5.11,3.57,2.18,2240.7,13341.52,Medium,Enterprise,Carton,55.8,On Schedule,88.2,0.14,6.24,40ft Dry,220.66,10.49,0,0,4.46,202.96,0.846,55.7,1.74,108.3,2022-11-25,4.6,9.2,20.8,550.22,321.85,Medium,11,4,47,2022,1,Food_Beverage,44
SHP-101604,1440,5.0,South Korea,Australia,Sea,DHL,WH-015,1,57,742,1.06,0,7.08,3.21,2.16,2861.8,9074.85,Medium,Wholesale,Crate,96.9,Delayed,90.4,0.33,1.39,40ft Dry,749.29,10.03,0,0,2.92,373.18,0.809,59.8,0.1,98.8,2024-10-22,34.1,35.5,2.3,74.62,188.96,Low,10,4,43,2024,0,Automotive_Parts,214
SHP-117395,1014,3.3,Germany,UAE,Road,Kuehne+Nagel,WH-001,1,563,4708,1.44,0,6.27,4.45,4.13,4482.8,3225.12,Medium,Government,Bulk,69.6,Delayed,88.9,0.32,0.35,20ft Dry,216.65,6.11,0,1,0.96,171.5,0.736,44.3,4.24,96.6,2024-05-02,5.2,10.2,3.6,358.84,100.39,Medium,5,2,18,2024,1,Industrial_Equipment,63
SHP-116863,1487,3.11,Bangladesh,France,Air,CMA CGM,WH-010,3,4547,175,1.62,0,2.91,3.39,1.1,3035.9,5114.32,Medium,Wholesale,Crate,70.2,On Schedule,85.9,0.45,2.95,40ft Dry,597.53,18.98,1,1,3.88,353.89,0.752,20.6,1.25,98.2,2023-03-26,5.3,8.9,365.0,734.69,175.76,Medium,3,1,12,2023,1,Food_Beverage,659
SHP-108213,1001,3.37,China,India,Rail,Kuehne+Nagel,WH-011,3,909,5585,2.38,0,5.21,2.97,5.33,4751.7,1481.38,High,Wholesale,Crate,87.5,On Schedule,88.3,0.87,,20ft Dry,196.93,37.32,0,0,3.67,405.94,0.738,60.4,1.31,102.0,2021-11-06,11.2,19.4,4.9,189.88,48.62,Medium,11,4,44,2021,1,Pharmaceuticals,43
SHP-101092,1079,4.42,South Korea,France,Sea,UPS,WH-006,1,3720,4499,6.81,0,4.82,3.87,2.99,2946.2,8959.64,Low,Enterprise,Bulk,75.3,On Schedule,79.2,0.32,1.24,Flat Rack,894.12,0.53,0,0,1.54,487.74,0.891,60.3,3.41,115.4,2022-09-19,11.9,21.3,24.8,94.01,188.59,Low,9,3,38,2022,1,Industrial_Equipment,1418
SHP-113884,1057,3.5,South Korea,France,Rail,UPS,WH-012,3,2557,383,0.71,0,7.19,3.67,,4769.1,7961.99,High,Wholesale,Pallet,28.0,On Schedule,85.3,1.7,0.33,Open Top,206.0,11.02,0,0,3.51,582.67,0.652,42.1,8.68,89.1,2022-12-26,11.1,19.6,200.3,235.65,182.8,Medium,12,4,52,2022,1,Automotive_Parts,130
SHP-106311,1079,5.0,Vietnam,Canada,Road,Expeditors,WH-019,4,2261,3599,0.64,0,4.72,2.79,1.45,6944.4,10158.24,Medium,Wholesale,Bulk,100.0,On Schedule,90.7,0.14,3.76,Reefer,678.06,12.75,0,0,1.4,707.92,0.898,69.8,1.52,103.5,2024-06-12,8.6,8.7,18.8,355.26,238.69,Low,6,2,24,2024,0,Electronics,593
SHP-109012,1375,4.7,Vietnam,France,Road,Expeditors,WH-018,0,1355,4846,0.46,0,2.57,3.67,2.1,6121.1,1235.93,Medium,Enterprise,Pallet,85.5,On Schedule,79.1,0.35,0.2,20ft Dry,29.7,13.05,0,0,5.21,662.06,0.699,56.4,2.07,97.8,2024-10-01,6.1,10.2,8.4,397.2,64.44,Low,10,4,40,2024,1,Electronics,7
SHP-100351,1146,3.81,Bangladesh,Japan,Sea,UPS,WH-017,1,2094,64,0.43,0,5.67,3.29,3.54,2948.0,6072.3,Low,Retail,Bulk,100.0,Delayed,89.3,3.55,1.45,Flat Rack,764.61,5.43,0,1,4.41,467.24,0.944,56.6,0.55,98.2,2024-08-26,24.5,27.9,365.0,78.71,129.32,Low,8,3,35,2024,0,Pharmaceuticals,549
SHP-114782,1244,2.81,South Korea,USA,Rail,DB Schenker,WH-002,1,3682,2218,4.38,0,5.48,2.92,1.31,1939.2,5124.49,High,Wholesale,Bulk,59.3,On Schedule,95.8,0.24,5.43,20ft Dry,560.65,18.85,0,0,2.82,625.28,0.607,62.7,1.25,97.9,2021-03-27,5.6,14.0,49.8,83.61,110.85,Medium,3,1,12,2021,1,Furniture,122
SHP-101530,1167,2.8,South Korea,UAE,Sea,DB Schenker,WH-019,3,2049,2546,1.73,0,8.23,3.29,1.81,5300.8,1748.34,Critical,Government,Pallet,79.4,On Schedule,86.3,0.28,6.55,40ft Dry,352.32,5.56,0,0,1.25,670.31,0.926,44.1,3.06,89.1,2021-12-16,30.8,34.9,24.1,131.64,48.13,Medium,12,4,50,2021,0,Apparel,102
SHP-113591,1491,3.91,China,France,Rail,Expeditors,WH-002,4,4563,686,0.71,0,0.07,5.03,0.52,4030.1,1893.84,Low,Retail,Carton,86.7,Ahead of Schedule,85.8,1.01,1.37,20ft Dry,1718.3,3.04,0,0,1.61,312.61,0.703,54.9,2.15,107.1,2024-10-30,8.9,9.7,199.5,314.06,69.28,Medium,10,4,44,2024,0,Pharmaceuticals,2593
SHP-115215,1338,3.24,Brazil,UAE,Sea,Kuehne+Nagel,WH-020,3,4812,1676,4.53,0,1.34,3.74,2.75,4246.6,2519.47,Low,Enterprise,Drum,86.2,On Schedule,79.5,0.31,0.71,40ft Dry,155.5,4.36,0,0,1.1,843.07,0.786,24.3,2.15,80.0,2022-01-17,25.7,31.4,86.1,118.49,62.24,Medium,1,1,3,2022,0,Industrial_Equipment,297
SHP-111540,1003,4.37,Bangladesh,UK,Road,Kuehne+Nagel,WH-012,1,2400,2751,3.73,0,6.73,3.37,1.2,3822.9,21494.7,High,Enterprise,Crate,83.8,Delayed,89.6,1.46,0.98,Open Top,550.41,63.29,0,1,2.22,450.6,0.74,60.6,3.37,101.6,2024-07-30,9.5,15.6,26.2,240.44,453.94,Low,7,3,31,2024,1,Apparel,751
SHP-100218,1038,4.22,Brazil,Netherlands,Road,DHL,WH-020,2,3861,3547,2.0,0,9.31,2.68,0.61,7498.5,4107.82,Low,Government,Pallet,77.7,On Schedule,99.9,0.25,0.34,40ft Dry,2290.05,3.85,1,0,0.95,186.05,0.999,46.2,3.47,119.7,2024-07-19,6.1,5.6,32.7,397.96,121.95,Low,7,3,29,2024,0,Industrial_Equipment,710
SHP-106813,1443,3.86,Vietnam,Canada,Air,DB Schenker,WH-016,0,4864,3972,1.86,0,2.96,3.04,2.32,2651.1,25351.3,Medium,Enterprise,Crate,65.3,On Schedule,85.0,0.88,1.38,40ft Dry,755.58,5.85,0,1,2.35,427.48,0.787,59.6,0.35,106.1,2023-11-27,4.1,6.6,36.7,594.14,566.44,Low,11,4,48,2023,0,Automotive_Parts,184
SHP-105357,1056,3.67,Japan,UAE,Sea,DHL,WH-013,2,4131,5164,4.48,0,3.42,3.16,1.68,4575.3,2320.51,Medium,Enterprise,Carton,76.0,Delayed,94.6,0.3,0.36,20ft Dry,1778.44,6.92,1,0,1.02,536.15,0.959,42.8,4.19,122.6,2023-04-22,24.0,28.5,24.0,122.84,58.69,Low,4,2,16,2023,0,Food_Beverage,1130
SHP-115729,1378,2.86,Bangladesh,Netherlands,Road,DHL,WH-013,2,986,1146,2.71,0,1.7,2.9,1.89,50.0,6337.82,Medium,Retail,Drum,71.0,Delayed,,1.98,1.31,20ft Dry,828.27,4.16,0,0,4.74,184.78,0.881,50.8,5.99,61.9,2021-11-20,5.8,14.3,25.8,19.51,128.71,Medium,11,4,46,2021,1,Consumer_Goods,192
SHP-113043,1245,3.28,India,Germany,Road,Kuehne+Nagel,WH-006,2,666,2470,4.23,0,5.42,3.35,2.65,2576.4,21572.06,Medium,Retail,Carton,84.1,Delayed,79.3,1.68,3.72,40ft Dry,656.58,0.93,1,1,3.62,572.92,0.802,53.6,0.42,97.2,2023-12-02,9.1,17.5,8.1,167.84,448.23,Medium,12,4,48,2023,0,Consumer_Goods,867
SHP-101453,1139,3.37,Brazil,India,Road,Kuehne+Nagel,WH-018,1,3276,1738,1.11,0,8.85,3.41,2.76,4000.9,20871.85,Low,Retail,Carton,50.1,On Schedule,95.1,0.66,3.23,Flat Rack,581.13,0.48,0,1,5.4,260.14,0.714,60.9,2.6,79.8,2022-08-31,7.4,15.0,56.5,254.75,442.91,Medium,8,3,35,2022,1,Apparel,142
SHP-114932,1323,2.89,Vietnam,USA,Road,DHL,WH-012,1,4000,5128,1.35,0,9.19,3.57,0.98,1151.7,36490.26,Low,Government,Drum,66.0,On Schedule,76.9,2.59,4.27,40ft Dry,169.04,3.66,0,1,2.04,376.06,0.838,64.9,1.65,90.4,2023-11-12,6.0,8.9,23.4,76.82,737.49,Medium,11,4,45,2023,0,Pharmaceuticals,36
SHP-104740,1494,2.52,India,Japan,Sea,CMA CGM,WH-006,5,2956,3282,3.57,0,2.17,3.77,9.92,5279.2,9228.01,Medium,Government,Bulk,44.9,On Schedule,94.8,1.82,0.8,40ft Dry,1315.47,10.42,1,0,2.52,692.18,0.961,68.4,0.53,104.2,2022-06-12,23.6,35.0,27.0,160.93,200.65,Medium,6,2,23,2022,0,Food_Beverage,331
SHP-102814,1142,3.46,China,Australia,Air,DB Schenker,WH-002,2,1742,1664,1.18,0,1.63,3.39,1.22,4653.9,10199.7,Low,Wholesale,Bulk,41.6,Ahead of Schedule,92.6,0.75,2.38,Reefer,1482.61,3.68,0,0,1.06,278.26,0.864,45.4,3.96,89.8,2023-11-13,1.0,3.2,31.4,1177.09,321.7,Low,11,4,46,2023,1,Electronics,407
SHP-107886,1009,3.9,Mexico,UK,Sea,UPS,WH-018,1,1936,2856,1.37,0,0.78,3.99,0.89,7059.7,10840.64,High,Government,Pallet,77.6,Ahead of Schedule,88.1,1.37,6.62,40ft Dry,1278.22,16.01,0,1,1.53,331.79,0.854,62.2,4.21,101.9,2024-12-09,23.3,28.2,20.3,222.12,239.02,Low,12,4,50,2024,0,Food_Beverage,299
SHP-104973,1371,4.01,India,Germany,Road,Expeditors,WH-013,2,624,5468,1.08,1,5.61,2.79,1.84,7755.6,7879.1,High,Enterprise,Crate,58.4,On Schedule,69.9,0.17,10.82,Reefer,394.58,32.47,1,1,3.24,394.85,0.888,57.4,9.86,96.5,2021-06-28,8.0,20.5,3.4,389.62,196.54,Low,6,2,26,2021,1,Pharmaceuticals,580
SHP-101182,1112,3.14,Germany,Japan,Air,UPS,WH-001,2,3659,3540,1.95,1,6.34,3.87,2.9,2003.6,14016.52,Critical,Enterprise,Carton,63.3,On Schedule,90.0,1.17,0.97,Flat Rack,145.85,2.17,0,1,3.24,639.9,0.761,41.8,1.08,84.9,2022-06-20,5.2,9.5,31.0,528.07,333.14,Medium,6,2,25,2022,1,Industrial_Equipment,104
SHP-110035,1390,3.1,Mexico,Australia,Road,DB Schenker,WH-012,1,4598,773,0.88,0,6.25,4.08,1.07,3108.9,18388.21,Medium,Enterprise,Pallet,66.4,Delayed,84.2,0.1,1.69,Reefer,115.51,4.03,0,0,0.99,987.84,0.967,60.3,0.66,115.4,2021-06-24,6.7,4.6,178.4,227.17,390.48,Low,6,2,25,2021,0,Industrial_Equipment,109
SHP-103947,1098,2.91,India,UK,Air,CMA CGM,WH-008,1,1568,3991,1.2,0,5.47,2.9,3.34,2657.6,11892.78,High,Wholesale,Drum,81.6,On Schedule,77.4,2.04,1.52,Reefer,258.73,14.93,0,1,5.18,508.72,0.843,44.8,1.84,86.4,2021-10-18,1.5,7.6,11.8,529.89,290.84,Medium,10,4,42,2021,1,Pharmaceuticals,93
SHP-103189,1091,3.56,USA,UK,Sea,DB Schenker,WH-013,4,2075,3361,2.1,0,5.43,2.74,2.26,4906.4,86307.68,Critical,Government,Bulk,73.0,On Schedule,97.4,1.3,1.03,Flat Rack,198.1,6.41,1,0,2.61,396.48,0.876,38.4,0.33,74.6,2022-11-26,23.5,26.0,18.5,100.45,1736.2,Low,11,4,47,2022,0,Automotive_Parts,51
SHP-114480,1325,3.5,South Korea,USA,Road,UPS,WH-002,2,3661,5633,1.99,0,1.72,2.83,5.39,1669.0,27840.51,Medium,Retail,Crate,66.9,On Schedule,94.6,0.04,4.28,Open Top,583.23,7.83,1,0,2.76,466.07,0.678,53.9,1.79,78.2,2021-08-10,6.8,15.5,19.5,95.0,566.31,Medium,8,3,32,2021,1,Industrial_Equipment,175
SHP-119826,1364,4.57,Bangladesh,France,Road,DB Schenker,WH-012,1,2357,1543,2.98,1,6.38,3.48,5.53,5133.3,24805.64,Medium,Wholesale,Crate,85.6,On Schedule,89.2,0.86,0.34,Reefer,454.1,11.19,0,1,3.41,601.58,0.937,66.3,0.48,107.1,2024-12-23,11.6,18.2,45.8,326.4,528.75,Low,12,4,52,2024,1,Apparel,105
SHP-109623,1319,3.43,Germany,Canada,Road,DHL,WH-010,1,4526,3898,1.49,0,5.28,4.48,4.16,50.0,10041.22,Low,Government,Carton,56.4,Delayed,90.5,0.19,0.39,20ft Dry,654.37,4.4,0,0,2.99,537.29,0.698,58.4,5.9,116.4,2021-12-03,8.2,16.4,34.8,24.65,203.29,Medium,12,4,48,2021,1,Consumer_Goods,546
SHP-101006,1202,4.6,China,Netherlands,Road,CMA CGM,WH-006,0,3968,239,2.66,0,3.83,3.6,4.6,5550.8,1826.78,Medium,Government,Carton,71.4,On Schedule,99.2,2.64,0.78,20ft Dry,625.64,1.32,0,0,1.7,325.24,0.881,47.5,1.31,109.1,2021-01-14,6.7,12.1,365.0,368.54,73.39,Low,1,1,2,2021,1,Electronics,164
SHP-102325,1494,4.38,USA,India,Road,DB Schenker,WH-018,1,1241,1929,,0,3.16,3.07,,6324.2,8362.74,Medium,Enterprise,Carton,50.0,On Schedule,74.8,1.61,0.11,Open Top,2536.03,10.94,0,0,1.0,594.19,0.825,23.0,1.01,103.1,2022-10-14,3.5,9.0,19.3,397.58,207.01,Low,10,4,41,2022,1,Industrial_Equipment,1853
SHP-110645,1442,3.94,Brazil,Canada,Sea,Maersk,WH-012,1,3618,3965,0.71,0,5.46,3.19,1.57,2363.5,8297.4,Low,Retail,Crate,79.9,On Schedule,,0.11,0.68,20ft Dry,213.85,3.73,1,1,1.28,637.73,0.827,52.5,2.61,106.8,2023-10-03,21.9,21.7,27.4,57.44,171.69,Low,10,4,40,2023,0,Industrial_Equipment,124
SHP-119523,1197,3.67,South Korea,India,Sea,CMA CGM,WH-020,3,4991,5326,5.79,0,5.46,3.14,3.58,5356.9,14124.43,Critical,Wholesale,Carton,75.1,On Schedule,82.1,1.1,1.11,Flat Rack,556.95,10.27,0,1,2.88,701.49,0.693,31.2,1.95,107.1,2021-06-27,24.8,35.4,28.1,128.82,295.37,Medium,6,2,25,2021,0,Electronics,151
SHP-117725,1363,3.53,Brazil,Japan,Rail,FedEx,WH-017,3,4004,1980,2.24,0,2.71,4.01,5.0,6437.9,4190.45,Critical,Retail,Drum,83.8,On Schedule,90.0,1.25,0.47,Open Top,452.82,12.65,0,0,1.72,814.88,0.673,52.4,1.1,93.4,2022-08-15,9.6,15.8,60.7,351.3,118.94,Medium,8,3,33,2022,1,Food_Beverage,92
SHP-105743,1243,3.55,USA,USA,Road,CMA CGM,WH-015,3,3667,5464,1.49,0,5.32,3.78,2.81,2004.9,15698.28,Medium,Government,Carton,92.9,On Schedule,97.0,0.04,0.95,Reefer,429.43,4.82,0,0,3.74,494.73,0.846,72.8,0.78,113.3,2023-03-17,8.1,11.6,20.1,145.2,328.49,Low,3,1,11,2023,0,Pharmaceuticals,132
SHP-112680,1157,3.69,China,Canada,Road,UPS,WH-004,1,4851,4237,3.71,0,6.93,4.07,5.49,6433.3,3962.12,Medium,Government,Pallet,63.5,On Schedule,95.3,0.05,4.89,20ft Dry,276.72,40.69,0,0,7.47,438.43,0.721,66.2,1.84,94.0,2023-01-18,7.0,22.2,34.3,470.01,126.24,Medium,1,1,3,2023,1,Food_Beverage,371
SHP-114583,1394,3.67,USA,UK,Rail,UPS,WH-015,3,641,3237,0.58,0,6.38,2.96,3.95,50.0,12647.59,Medium,Government,Carton,62.2,Delayed,100.0,0.47,0.13,40ft Dry,303.86,6.4,0,1,0.74,92.99,0.919,77.5,3.23,96.1,2022-08-30,11.2,12.6,5.9,6.72,253.62,Low,8,3,35,2022,0,Electronics,93
SHP-119257,1360,4.43,India,UK,Rail,FedEx,WH-019,3,4790,759,3.51,0,5.99,3.26,1.28,3154.4,15870.45,Low,Wholesale,Pallet,57.7,Delayed,89.5,4.57,0.47,Open Top,1531.69,0.75,0,0,1.37,499.55,0.988,79.3,1.12,107.4,2022-11-04,12.0,14.2,189.3,162.54,333.66,Low,11,4,44,2022,0,Apparel,2218
SHP-111881,1317,3.96,Germany,Japan,Road,CMA CGM,WH-018,1,2252,554,2.02,0,4.82,2.89,1.69,3820.8,7589.92,High,Retail,Bulk,59.4,On Schedule,98.9,1.5,0.29,Reefer,305.01,2.45,0,0,2.13,799.22,0.886,43.8,0.4,102.1,2023-07-12,4.7,5.7,121.9,201.08,171.91,Low,7,3,28,2023,0,Pharmaceuticals,68
SHP-101027,1442,4.32,USA,Netherlands,Sea,Kuehne+Nagel,WH-004,2,930,777,2.24,0,6.27,3.77,6.89,5698.2,1808.07,High,Wholesale,Pallet,85.1,On Schedule,87.0,0.02,0.65,Flat Rack,667.73,25.3,1,0,2.26,564.09,0.918,44.7,7.8,112.3,2022-03-06,29.7,40.8,35.9,165.36,52.7,Low,3,1,9,2022,0,Apparel,181
SHP-104069,1305,4.14,Brazil,UAE,Sea,DHL,WH-004,1,3172,3051,6.2,1,5.02,3.67,3.74,4956.0,41364.48,Medium,Retail,Carton,84.8,On Schedule,93.2,1.23,0.57,Reefer,1010.15,5.62,0,0,1.08,395.9,0.748,41.9,2.65,92.5,2022-09-02,27.3,36.7,31.2,144.64,841.75,Low,9,3,35,2022,0,Automotive_Parts,790
SHP-118572,1394,3.93,Bangladesh,Germany,Sea,UPS,WH-012,2,1021,4914,0.18,0,4.42,3.28,10.0,5531.3,2328.6,High,Wholesale,Carton,70.8,Ahead of Schedule,100.0,0.16,0.5,20ft Dry,1605.55,4.45,0,1,2.86,557.74,0.697,50.8,1.88,102.7,2021-05-12,20.8,30.3,6.2,148.89,61.46,Medium,5,2,19,2021,1,Industrial_Equipment,1759
SHP-114652,1258,3.45,Vietnam,France,Sea,DB Schenker,WH-006,2,1031,393,,0,3.94,3.33,8.77,4951.9,10291.62,High,Government,Bulk,65.1,On Schedule,83.8,10.24,0.71,Flat Rack,138.95,4.26,0,1,3.23,568.38,0.758,49.2,5.18,88.2,2024-03-15,22.0,37.6,78.7,122.61,218.09,Medium,3,1,11,2024,1,Apparel,105
SHP-106650,1338,3.06,China,Netherlands,Rail,Kuehne+Nagel,WH-004,2,3164,3424,3.09,0,7.02,3.37,2.49,181.4,22136.37,High,Enterprise,Drum,85.6,On Schedule,100.0,1.8,1.16,Reefer,1927.31,3.94,0,0,1.06,451.57,0.928,55.5,6.28,96.1,2024-01-08,11.8,18.0,27.7,42.48,446.98,Low,1,1,2,2024,1,Industrial_Equipment,393
SHP-115783,1183,3.68,Japan,UK,Sea,DHL,WH-015,1,3126,2634,2.05,0,4.76,3.37,1.96,6691.2,8971.09,High,Government,Drum,77.2,Delayed,90.4,0.03,0.27,Flat Rack,574.94,7.54,0,1,2.91,424.25,0.752,54.6,0.83,115.6,2022-07-05,22.7,25.1,35.6,171.5,196.57,Medium,7,3,27,2022,0,Electronics,224
SHP-117648,1176,3.06,USA,Canada,Sea,DB Schenker,WH-019,0,861,4710,2.3,0,6.78,2.58,4.22,2131.0,6491.34,Medium,Government,Drum,83.4,Delayed,96.1,0.91,0.32,Reefer,470.27,2.58,0,0,1.99,87.66,0.951,66.7,3.22,88.8,2021-12-04,26.5,31.4,5.5,43.99,134.23,Low,12,4,48,2021,0,Apparel,117
SHP-104622,1081,3.76,Bangladesh,UK,Rail,DHL,WH-020,2,1983,2375,5.54,0,4.24,3.67,2.09,4507.2,48586.72,Medium,Retail,Drum,60.3,Delayed,97.3,2.14,1.2,40ft Dry,823.7,4.25,0,0,1.48,655.99,0.871,69.5,3.8,95.5,2022-12-10,10.3,18.1,25.0,234.93,995.23,Low,12,4,49,2022,1,Consumer_Goods,245
SHP-110385,1138,3.68,Bangladesh,USA,Sea,FedEx,WH-007,3,3526,589,8.29,0,7.84,3.46,3.93,4581.5,4128.89,Medium,Wholesale,Bulk,85.7,On Schedule,92.5,1.07,1.68,20ft Dry,208.63,2.01,0,0,0.46,356.73,0.878,31.8,1.26,86.3,2021-09-09,31.9,42.3,179.6,118.68,94.45,Low,9,3,36,2021,0,Food_Beverage,68
SHP-113670,1317,2.96,Germany,France,Road,Maersk,WH-014,0,2062,3258,,0,7.94,3.42,1.46,2187.4,15805.9,Medium,Retail,Pallet,57.6,On Schedule,91.1,1.38,1.93,40ft Dry,618.71,10.75,0,0,0.95,538.61,0.846,55.1,0.62,94.3,2024-02-18,6.6,7.5,19.0,146.95,330.81,Medium,2,1,7,2024,0,Apparel,537
SHP-114046,1471,3.58,Brazil,Germany,Road,Expeditors,WH-002,2,389,795,0.06,0,4.18,3.15,2.81,4396.6,11298.37,Medium,Enterprise,Crate,64.4,On Schedule,88.6,0.76,0.57,Reefer,971.7,3.37,0,0,4.48,380.24,0.586,72.9,2.61,110.5,2022-06-22,6.4,11.5,14.7,266.01,252.57,Medium,6,2,25,2022,1,Automotive_Parts,204
SHP-101962,1490,4.31,South Korea,UK,Rail,DHL,WH-002,3,4564,2701,3.06,0,4.61,3.57,0.33,3176.4,4184.32,Low,Retail,Pallet,84.4,On Schedule,88.5,1.43,1.65,20ft Dry,1628.1,6.6,0,0,2.11,378.09,0.685,68.0,1.56,94.5,2021-04-27,10.8,14.6,50.7,180.86,101.77,Low,4,2,17,2021,0,Furniture,877
SHP-119874,1431,4.47,China,Japan,Air,DHL,WH-018,0,4828,5889,0.36,0,4.9,3.17,1.57,1813.2,12792.63,Medium,Retail,Drum,86.7,On Schedule,90.1,0.18,5.16,Flat Rack,2198.18,27.53,0,0,4.39,264.28,1.0,41.1,2.01,95.0,2024-09-27,4.1,7.1,24.6,564.83,312.34,Low,9,3,39,2024,1,Furniture,709
SHP-101599,1427,3.48,USA,Canada,Sea,Kuehne+Nagel,WH-008,2,4318,5685,2.08,0,10.0,3.88,0.98,5424.6,32932.9,Medium,Retail,Drum,78.1,On Schedule,75.4,1.28,0.5,Flat Rack,454.67,4.37,0,0,1.84,419.29,0.711,34.3,4.34,110.4,2022-04-10,18.6,22.5,22.8,159.95,674.65,Medium,4,2,14,2022,0,Consumer_Goods,125
SHP-109675,1143,3.62,Japan,Australia,Air,Expeditors,WH-014,0,4883,62,0.74,0,2.27,3.15,2.17,1665.6,83704.15,Medium,Government,Bulk,67.9,Delayed,91.7,1.54,1.54,20ft Dry,643.3,6.62,1,0,0.68,818.23,1.0,65.5,2.3,94.0,2024-05-01,3.1,2.7,365.0,400.84,1714.17,Low,5,2,18,2024,0,Pharmaceuticals,188
